user_id,variant,assigned_at,platform,region,user_tenure
USR00158,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00159,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00160,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00161,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00162,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00163,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00164,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00165,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00166,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00167,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00168,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00169,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00170,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00171,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00172,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00173,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00174,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00175,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00176,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR00177,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00178,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00179,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00180,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00181,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00182,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00183,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR00184,control,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR00185,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00186,improved_results,2026-05-01T00:00:00Z,Desktop,Canada,Existing
USR00187,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00188,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00189,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00190,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00191,control,2026-05-01T00:00:00Z,Mobile,Other,New
USR00192,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00193,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR00194,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00195,improved_results,2026-05-01T00:00:00Z,TV,Canada,New
USR00196,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00197,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00198,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00199,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00200,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00201,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00202,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR00203,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00204,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00205,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00206,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00207,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00208,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00209,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00210,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR00211,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00212,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00213,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00214,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00215,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00216,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00217,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00218,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00219,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00220,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00221,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00222,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00223,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00224,improved_results,2026-05-01T00:00:00Z,Desktop,Other,New
USR00225,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00226,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00227,control,2026-05-01T00:00:00Z,Mobile,Canada,New
USR00228,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00229,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00230,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR00231,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00232,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00233,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00234,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00235,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00236,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00237,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00238,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00239,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00240,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR00241,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR00242,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00243,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00244,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00245,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR00246,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00247,control,2026-05-01T00:00:00Z,TV,Canada,Existing
USR00248,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00249,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00250,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00251,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00252,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00253,improved_results,2026-05-01T00:00:00Z,TV,Other,Existing
USR00254,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00255,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00256,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00257,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR00258,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00259,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00260,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00261,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00262,control,2026-05-01T00:00:00Z,Desktop,Other,New
USR00263,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00264,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00265,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR00266,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00267,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00268,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR00269,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00270,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00271,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00272,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00273,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00274,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR00275,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00276,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00277,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00278,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00279,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00280,improved_results,2026-05-01T00:00:00Z,TV,Canada,Existing
USR00281,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00282,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00283,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00284,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00285,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00286,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00287,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00288,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,New
USR00289,control,2026-05-01T00:00:00Z,Mobile,Other,New
USR00290,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00291,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00292,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00293,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00294,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00295,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00296,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR00297,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00298,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00299,control,2026-05-01T00:00:00Z,Desktop,Other,New
USR00300,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00301,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00302,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR00303,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00304,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00305,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00306,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00307,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00308,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR00309,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00310,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00311,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR00312,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00313,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00314,improved_results,2026-05-01T00:00:00Z,TV,Other,New
USR00315,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00316,improved_results,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR00317,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR00318,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00319,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00320,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00321,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00322,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR00323,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00324,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00325,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00326,control,2026-05-01T00:00:00Z,Desktop,Canada,New
USR00327,improved_results,2026-05-01T00:00:00Z,TV,Other,Existing
USR00328,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00329,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00330,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00331,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00332,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00333,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00334,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00335,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00336,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00337,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00338,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00339,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR00340,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00341,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00342,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00343,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR00344,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00345,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00346,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00347,control,2026-05-01T00:00:00Z,TV,Other,New
USR00348,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00349,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00350,improved_results,2026-05-01T00:00:00Z,TV,Other,Existing
USR00351,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00352,control,2026-05-01T00:00:00Z,TV,United Kingdom,New
USR00353,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00354,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00355,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00356,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00357,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00358,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00359,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00360,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00361,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00362,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00363,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR00364,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR00365,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR00366,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR00367,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00368,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR00369,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00370,improved_results,2026-05-01T00:00:00Z,Desktop,Canada,Existing
USR00371,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00372,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR00373,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00374,improved_results,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR00375,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR00376,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR00377,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR00378,control,2026-05-01T00:00:00Z,TV,Canada,New
USR00379,control,2026-05-01T00:00:00Z,TV,Canada,New
USR00380,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR00381,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR00382,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00383,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR00384,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,New
USR00385,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR00386,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00387,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00388,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00389,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR00390,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00391,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR00392,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR00393,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR00394,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
